PollBookCode,PrintMS,Citation,Holdings,Source,ElectionCode,Notes
NewcastleunderLyme_1792a/1,P,"An alphabetical copy of the poll… (Newcastle: James Smith, [1792])","Staffordshire RO, Stoke on Trent City Archives, Newcastle-under-Lyme Library, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1792a,
NewcastleunderLyme_1792a/2,M,D593/S/16/10/18,Staffordshire RO,Green Notes,NewcastleunderLyme_1792a,
NewcastleunderLyme_1793a/1,P,"An alphabetical copy of the poll… (Newcastle: Smith, [1793])","Staffordshire RO, Stoke on Trent City Archives, IHR, Newcastle-under-Lyme Library",Sims; Gibson and Rogers,NewcastleunderLyme_1793a,
NewcastleunderLyme_1793a/2,M,D593/S/16/10/18,Staffordshire RO,Green Notes,NewcastleunderLyme_1793a,
NewcastleunderLyme_1802a/1,P,"An alphabetical copy of the poll… (Newcastle: Smith, [1802])","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1802a,
NewcastleunderLyme_1807a/1,P,"A copy of the poll (in alphabetical order)… (Newcastle: C. Chester, 1807)","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1807a,
NewcastleunderLyme_1807a/2,P,"An alphabetical copy of the poll… (Newcastle: Smith, [1807])",BL,Green,NewcastleunderLyme_1807a,
NewcastleunderLyme_1812a/1,P,"A copy of the poll… (Newcastle: C. Chester, 1812)","Var. Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, GL, William Salt Library, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1812a,
NewcastleunderLyme_1812a/2,P,"An alphabetical copy of the poll… (Newcastle: Smith, [1812])","Var. Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, GL, William Salt Library, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1812a,
NewcastleunderLyme_1815a/1,P,"A copy of the poll… (Newcastle: Chester, [1815])","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, William Salt Library, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1815a,
NewcastleunderLyme_1815a/2,P,"An alphabetical copy of the poll… (Newcastle: Smith, [1815])",BL,Green,NewcastleunderLyme_1815a,
NewcastleunderLyme_1818a/1,P,"An alphabetical copy of the poll… (Newcastle: J. Smith, [1818])","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1818a,
NewcastleunderLyme_1820a/1,P,"An alphabetical copy of the poll… (Newcastle: James Smith, [1820])","Newcastle-under-Lyme Library, Stoke on Trent City Archives, BL, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1820a,
NewcastleunderLyme_1823a/1,P,"An alphabetical copy of the poll… (Newcastle: James Smith, [1823])","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, William Salt Library, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1823a,
NewcastleunderLyme_1830a/1,P,"An alphabetical copy of the poll… (Newcastle: J. Bayley, [1830])","Newcastle-under-Lyme Library, Staffordshire RO, Stoke on Trent City Archives, William Salt Library, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1830a,
NewcastleunderLyme_1830a/2,M,6418/1,Staffordshire RO,Green Notes,NewcastleunderLyme_1830a,
NewcastleunderLyme_1831a/1,P,"An alphabetical copy of the poll… (Newcastle: J. Bayley, [1831])","Var. Newcastle-under-Lyme Library, Stoke on Trent City Archives, William Salt Library, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1831a,
NewcastleunderLyme_1831a/2,P,"An alphabetical copy of the poll… (Newcastle: W. H. Hyde, [1831])","Var. Newcastle-under-Lyme Library, Stoke on Trent City Archives, William Salt Library, IHR",Sims; Gibson and Rogers,NewcastleunderLyme_1831a,
Stafford_1698a/1,M,Foley MSS,Herefordshire Archives,HoP,Stafford_1698a,
Stafford_1722a/1,M,49/60/44,William Salt Library ,Green Notes,Stafford_1722a,
Stafford_1724a/1,M,D1798/618/111,Staffordshire RO,Green Notes,Stafford_1724a,
Stafford_1734a/1,M,49/60/44,William Salt Library ,Green Notes,Stafford_1734a,
Stafford_1734a/2,M,49/44,William Salt Library ,Green Notes,Stafford_1734a,
Stafford_1741a/1,M,D1798/618/156,Staffordshire RO,Green Notes,Stafford_1741a,
Stafford_1754a/1,M,49/60/44,William Salt Library ,Green Notes,Stafford_1754a,
Stafford_1754a/2,M,D1798/618/157,Staffordshire RO,Green Notes,Stafford_1754a,
Stafford_1765a/1,M,D615/P(P)/1/12,Staffordshire RO,,Stafford_1765a,
Stafford_1780a/1,P,"A poll for the election… (n.p., [1780])","William Salt Library, GL",Sims; Gibson and Rogers,Stafford_1780a,
Stafford_1790a/1,P,"(By permission of the Mayor.) A poll… (Boden, [1790])","William Salt Library, IHR",Sims; Gibson and Rogers,Stafford_1790a,
Stafford_1806b/1,P,,William Salt Library ,Gibson and Rogers,Stafford_1806b,
Stafford_1807a/1,P,"Poll… ([Stafford, 1807])","William Salt Library, IHR",Sims; Gibson and Rogers,Stafford_1807a,Title page missing.
Stafford_1812a/1,P,"A poll for the election… (Stafford: J. Drewry, [1812])","Staffordshire RO, William Salt Library, BL, IHR",Sims; Gibson and Rogers,Stafford_1812a,
Stafford_1818a/1,P,"A poll for the election… (Stafford: J. Drewry, 1818)","William Salt Library, GL",Sims; Gibson and Rogers,Stafford_1818a,
Stafford_1820a/1,P,,William Salt Library,Gibson and Rogers,Stafford_1820a,
Stafford_1826a/1,P,"A poll for the election… (Stafford: J. Drewry, 1826)","William Salt Library, IHR",Sims; Gibson and Rogers,Stafford_1826a,
Stafford_1830a/1,P,"A poll for the election… (Stafford: J. Drewry, 1830)","William Salt Library, IHR",Sims; Gibson and Rogers,Stafford_1830a,
Stafford_1831a/1,P,"A poll for the election… (Stafford: J. Drewry, 1831)","William Salt Library, IHR",Sims; Gibson and Rogers,Stafford_1831a,
Tamworth_1710a/1,M,D3794/19/1,Staffordshire RO,Green Notes,Tamworth_1710a,
Tamworth_1741a/1,M,MS 3069/10/70,Birmingham CL,Gibson and Rogers,Tamworth_1741a,
Tamworth_1761a/1,P,"A true copy of the poll… (Birmingham & Tamworth: James Sketchley, [1761])","Tamworth CL, William Salt Library, Bodl., GL",Sims; Gibson and Rogers,Tamworth_1761a,
Tamworth_1761a/2,M,M1291/35-45,William Salt Library,,Tamworth_1761a,Possibly printed poll book.
Tamworth_1818a/1,P,,Staffordshire RO,Green Notes,Tamworth_1818a,Photocopy.
Suff_1701a/1,M,,Suffolk Archives (Bury St. Edmunds),Gibson and Rogers,Suff_1701a,
Suff_1702a/1,P,"A true and exact list of the names… (London, 1702)","Bury St. Edmunds Library, Suffolk Archives (Bury St. Edmunds), IHR",Sims; Gibson and Rogers,Suff_1702a,
Suff_1702a/2,M,,Suffolk Archives (Ipswich),Gibson and Rogers,Suff_1702a,
Suff_1705a/1,P,"A copy of the poll… (n.p., [1705])","Suffolk Archives (Ipswich), Suffolk Archives (Bury St. Edmunds), IHR, SoG",Sims; Gibson and Rogers; Edwards,Suff_1705a,
Suff_1710a/1,P,"A copy of the poll… (London: John Barber, 1711)","Bury St. Edmunds Library, Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), Norwich Library, BL, Bodl., GL, IHR",Sims; Gibson and Rogers,Suff_1710a,
Suff_1727a/1,P,"A copy of the poll… (Ipswich: John Bagnall, 1727)","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Lowestoft), Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Suff_1727a,
Suff_1784a/1,P,"The poll for knights of the shire… (Ipswich: C. Punchard, 1784)","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), BL, Bodl., IHR, SoG",Sims; Gibson and Rogers; Edwards,Suff_1784a,
Suff_1790a/1,P,"The poll for knights of the shire… (Ipswich: G. Jermyn, 1790)","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Lowestoft), Suffolk Archives (Ipswich), Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Suff_1790a,
Suff_1830a/1,P,"The poll for knights of the shire… (Ipswich: John Raw, [1830])","Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Suff_1830a,
Suff_1830a/2,M,,Suffolk Archives (Ipswich),Gibson and Rogers,Suff_1830a,
Aldeburgh_1713a/1,M,"Add. MS 22248, ff. 13-14",BL,Speck,Aldeburgh_1713a,
Aldeburgh_1812c/1,P,"The poll for members… (Halesworth: T. Tippell, [1812])","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), IHR",Sims; Gibson and Rogers,Aldeburgh_1812c,
BuryStEdmunds_1754a/1,M,,Suffolk Archives (Bury St. Edmunds),Gibson and Rogers,BuryStEdmunds_1754a,Uncertain.
BuryStEdmunds_1780a/1,M,,Suffolk Archives (Bury St. Edmunds),Gibson and Rogers,BuryStEdmunds_1780a,Uncertain.
BuryStEdmunds_1796a/1,M,,Suffolk Archives (Bury St. Edmunds),Gibson and Rogers,BuryStEdmunds_1796a,Uncertain.
BuryStEdmunds_1807a/1,M,,Suffolk Archives (Bury St. Edmunds),Gibson and Rogers,BuryStEdmunds_1807a,Uncertain.
Dunwich_1695a/1,M,EE6,Suffolk Archives (Ipswich),HoP,Dunwich_1695a,
Dunwich_1708a/1,M,EE6,Suffolk Archives (Ipswich),HoP,Dunwich_1708a,
Dunwich_1710a/1,M,EE6/10/3/1,Suffolk Archives (Ipswich),HoP,Dunwich_1710a,
Dunwich_1722a/1,M,,,,Dunwich_1722a,"Noted in S. M. Sommers, Parliamentary Politics of a County and its Town: General Elections in Suffolk and Ipswich in the Eighteenth Century (Westport, C.T., 2002)."
Ipswich_1741a/1,P,"The poll for members… (Ipswich: W. Craighton, 1741)","Bodl., GL, SoG",Sims; Gibson and Rogers; Edwards,Ipswich_1741a,
Ipswich_1741a/2,P,"A supplement to the poll… (Ipswich: W. Craighton, 1741)","IHR, GL",Sims,Ipswich_1741a,
Ipswich_1768a/1,P,"The poll for members… (Ipswich: E. Craighton & W. Jackson, 1768)","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Ipswich_1768a,
Ipswich_1780a/1,P,"The poll for members… (Ipswich: Shave & Jackson, [1780])","Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), Bodl., GL",Sims; Gibson and Rogers,Ipswich_1780a,
Ipswich_1784a/1,P,"The poll for members…. (Ipswich: C. Punchard, [1784])","BL, Bodl., IHR",Sims; Gibson and Rogers,Ipswich_1784a,
Ipswich_1784b/1,P,"The poll for a member… (Ipswich: Charles Punchard, [1784])","Bodl., GL, IHR",Sims; Gibson and Rogers,Ipswich_1784b,
Ipswich_1790a/1,P,"The poll for members… (Ipswich: G. Jermyn, [1790])","Suffolk Archives (Ipswich), Bodl., GL, IHR",Sims; Gibson and Rogers,Ipswich_1790a,
Ipswich_1806a/1,P,"The poll for members… (Ipswich: A. Dorkin, [1806])","Suffolk Archives (Ipswich), GL, IHR",Sims; Gibson and Rogers,Ipswich_1806a,
Ipswich_1807a/1,P,"The poll for members… (Ipswich: A. Dorkin, 1807)","Var. Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), BL, Bodl., GL",Sims; Gibson and Rogers,Ipswich_1807a,
Ipswich_1807a/2,P,"The poll for members… (Ipswich: John Bransby, 1807)","Var. Suffolk Archives (Bury St. Edmunds), Suffolk Archives (Ipswich), BL, Bodl., GL",Sims; Gibson and Rogers,Ipswich_1807a,
Ipswich_1807a/3,M,MS Eng. Misc. e.584,Bodl.,Green Notes,Ipswich_1807a,
Ipswich_1818a/1,P,"The poll for members… (Ipswich: A. Dorkin, 1818)","Var. Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Ipswich_1818a,
Ipswich_1818a/2,P,"The poll for members… (Ipswich: J. Raw, 1818)","Var. Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Ipswich_1818a,
Ipswich_1820a/1,P,"The poll for members… (Ipswich: Cowell, [1820])","Var. Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, Manchester UL",Sims; Gibson and Rogers,Ipswich_1820a,
Ipswich_1820a/2,P,"The poll for members… (Ipswich: A. Dorkin, [1820])","Var. Suffolk Archives (Ipswich), BL, Bodl., GL, IHR, Manchester UL",Sims; Gibson and Rogers,Ipswich_1820a,
Ipswich_1826a/1,P,"The poll for members… (Ipswich: A. Dorkin, [1826])","Suffolk Archives (Ipswich), Bodl., GL, IHR",Sims; Gibson and Rogers,Ipswich_1826a,
Ipswich_1831a/1,P,"The poll for members… (Ipswich: S. H. Cowell, [1831])","Suffolk Archives (Ipswich), Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Ipswich_1831a,
Sudbury_1780a/1,P,,Suffolk Archives,Gibson and Rogers,Sudbury_1780a,Uncertain.
Sudbury_1790a/1,P,,BL,Gibson and Rogers,Sudbury_1790a,"Printed in The Poll for the Parliamentary Election in the Borough of Sudbury, 18th June, 1790 (Colchester: Allan W. Berry, 1993)."
Sudbury_1826a/1,P,"The poll for members… (Sudbury: Burkitt & Goldsmith, 1826)",BL,Sims; Gibson and Rogers,Sudbury_1826a,"Reprinted in The Poll for Members of Parliament for the Borough of Sudbury… 1826 (Colchester: Allan W. Berry, 1992)."
Sudbury_1828a/1,P,"The poll for a member… (Sudbury: G. W. Fulcher, 1828)",Private Posession,Sims,Sudbury_1828a,"Reprinted in The Poll for a Member of Parliament for the Borough of Sudbury… 1828 (Colchester: Allan W. Berry, 1992)."
Sudbury_1828a/2,P,"The poll for a member… (Sudbury: Burkitt & Goldsmith, 1828)",Private Posession,Sims,Sudbury_1828a,
Sudbury_1831a/1,P,"The poll for members… (Sudbury: W. Goldsmith, 1831",Private Posession,Sims,Sudbury_1831a,"Reprinted in The Poll for Members of Parliament for the Borough of Sudbury… 1831 (Colchester: Allan W. Berry, 1998)."
Surrey_1705a/1,P,"The poll for knights… (London: Sam. Crouch, 1705)","Guildford CL, Surrey History Centre, BL, Bodl., GL, IHR, SoG (index of non-resident voters only)",Sims; Gibson and Rogers,Surrey_1705a,
Surrey_1705a/2,P,"A true copy of the poll… (n.p., 1705)",,Green Notes,Surrey_1705a,
Surrey_1710a/1,P,"The poll for knights… (London, 1710)","Croydon CL, Guildford CL, Surrey History Centre, BL, Bodl., IHR",Sims; Gibson and Rogers,Surrey_1710a,
Surrey_1713a/1,P,"The poll for knights… (London, 1713)","Indiana UL, IHR",Green,Surrey_1713a,
Surrey_1717a/1,M,Add. MS 11571,BL,Gibson and Rogers,Surrey_1717a,
Surrey_1719a/1,P,"The poll for a knight… (London, 1720)","Minet Library, IHR",Sims; Gibson and Rogers,Surrey_1719a,
Surrey_1727b/1,M,,Croydon CL,Gibson and Rogers,Surrey_1727b,
Surrey_1742a/1,P," A list of such persons as voted for…Lord Baltimore… ([London, 1743])",Duke UL,Green,Surrey_1742a,
Surrey_1742a/2,P,,"BL, GL, SoG (index to non-resident voters only)",Gibson and Rogers; Edwards,Surrey_1742a,Possibly same as Surrey_1742a/1
Surrey_1742a/3,M,Zg/13/1,Surrey History Centre,Green Notes,Surrey_1742a,Transcription.
Surrey_1742a/4,M,Add. MS 39291,BL,Green Notes; Gibson and Rogers,Surrey_1742a,
Surrey_1774a/1,P,"A poll for knights… (Guildford: J. Russell, 1774)","Croydon CL, Guildford CL, Surrey History Centre, BL, GL, IHR",Sims; Gibson and Rogers,Surrey_1774a,
Surrey_1775a/1,P,"Copy of the poll… (London: Thomas Harrison & Samuel Brooke, 1775)","Guildford CL, Surrey History Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Surrey_1775a,
Surrey_1780a/1,P,"Copy of the poll… (Guildford: J. Russell, 1780)","Guildford CL, Surrey History Centre, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Surrey_1780a,
Surrey_1812a/1,M,G21/4/4,Surrey History Centre,Green Notes; Gibson and Rogers,Surrey_1812a,Woking Hundred and Guildford only.
Surrey_1826a/1,P,"Surrey election 1826. A list of the freeholders… (Dorking: Edward Langley, 1826)","Surrey History Centre, Minet Library, Bodl., IHR",Sims; Gibson and Rogers,Surrey_1826a,
Bletchingley_1695a/1,M,K60/9/10-12,Surrey History Centre,Green Notes; Gibson and Rogers,Bletchingley_1695a,
Bletchingley_1702b/1,M,K60/9/24,Surrey History Centre,Green Notes; Gibson and Rogers,Bletchingley_1702b,
Bletchingley_1710a/1,M,K60/9/25,Surrey History Centre,Green Notes; Gibson and Rogers,Bletchingley_1710a,
Bletchingley_1713a/1,M,K60/9/26,Surrey History Centre,Green Notes; Gibson and Rogers,Bletchingley_1713a,
Bletchingley_1724a/1,M,K60/9/27-9,Surrey History Centre,Green Notes; Gibson and Rogers,Bletchingley_1724a,
Guildford_1698a/1,M,1251/5,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1698a,
Guildford_1708a/1,M,1251/4,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1708a,
Guildford_1710a/1,M,,Surrey History Centre,Gibson and Rogers,Guildford_1710a,
Guildford_1713a/1,M,1251/6,Surrey History Centre,Gibson and Rogers,Guildford_1713a,Possibly for a different election.
Guildford_1714a/1,M,1251/1,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1714a,
Guildford_1734a/1,M,1251/8,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1734a,
Guildford_1761a/1,M,1251/2,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1761a,
Guildford_1790a/1,P,"De Guldeforde. A true state of the poll and proceedings… (Guildford: A. Martin, 1790)","Guildford CL, Surrey History Centre, BL, IHR",Sims; Gibson and Rogers,Guildford_1790a,
Guildford_1796a/1,M,BR/PAR/2/1,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1796a,
Guildford_1806a/1,M,BR/PAR/2/2,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1806a,
Guildford_1807a/1,M,BR/PAR/2/3,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1807a,
Guildford_1818a/1,M,BR/PAR/2/4,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1818a,
Guildford_1830a/1,M,BR/PAR/2/5,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1830a,
Guildford_1831a/1,M,BR/PAR/2/6,Surrey History Centre,Green Notes; Gibson and Rogers,Guildford_1831a,
Haslemere_1722a/1,M,LM/763/64,Surrey History Centre,Green Notes; Gibson and Rogers,Haslemere_1722a,
Haslemere_1754a/1,M,LM/761/9,Surrey History Centre,Green Notes; Gibson and Rogers,Haslemere_1754a,
Haslemere_1768a/1,P,"Copy of the poll… (London, 1762)","Surrey History Centre, IHR",Green; Gibson and Rogers,Haslemere_1768a,
Haslemere_1768a/2,M,LM/763/48,Surrey History Centre,Green Notes,Haslemere_1768a,
Haslemere_1774b/1,M,LM/763/103,Surrey History Centre,Green Notes,Haslemere_1774b,
Reigate_1698a/1,M,,Surrey History Centre,Gibson and Rogers,Reigate_1698a,
Reigate_1701b/1,M,2793,Surrey History Centre,Green Notes; Gibson and Rogers,Reigate_1701b,
Reigate_1702a/1,M,,Surrey History Centre,Gibson and Rogers,Reigate_1702a,
Reigate_1710a/1,M,,Surrey History Centre,Gibson and Rogers,Reigate_1710a,
Reigate_1713a/1,M,,Surrey History Centre,Gibson and Rogers,Reigate_1713a,
Reigate_1722a/1,M,2164/1,Surrey History Centre,Green Notes; Gibson and Rogers,Reigate_1722a,
Southwark_1743a/1,M,E/140/147/11,TNA,LEH,Southwark_1743a,
Southwark_1747a/1,P,,GL,Gibson and Rogers,Southwark_1747a,Uncertain.
Southwark_1796a/1,P,"The names of those patriots, in the parish of St John, that supported Mr Tierney ([London], 1796)",BL,Green,Southwark_1796a,Votes for Tierney from St. John parish only.
Sussex_1705a/1,M,,,Gibson and Rogers,Sussex_1705a,"Printed in Miscellaneous Records: including... Poll for the Election of Knights of the Shire of Sussex in 1705... (Sussex Record Society 4, 1905)."
Sussex_1708a/1,M,,Brighton Jubilee Library,HoP,Sussex_1708a,
Sussex_1710a/1,M,,East Sussex RO,Gibson and Rogers,Sussex_1710a,
Sussex_1713a/1,M,MS 16350,Bodl.,Green Notes,Sussex_1713a,
Sussex_1713a/2,M,Add. MS 39290,BL,Green Notes; Gibson and Rogers,Sussex_1713a,
Sussex_1715a/1,P,,SoG,Edwards,Sussex_1715a,
Sussex_1734a/1,P,"A poll taken… (London: John Coles, 1734)","Kent Archives, East Sussex RO, Brighton Jubilee Library, Worthing Library, West Sussex RO, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Sussex_1734a,"Printed in Sussex Archaeological Collections, 23 (1871)."
Sussex_1734a/2,M,Add. MS 33059,BL,Green Notes,Sussex_1734a,
Sussex_1734a/3,M,ASH/1/17/3,East Sussex RO,Gibson and Rogers,Sussex_1734a,
Sussex_1774a/1,P,"The poll for knights… (Lewes: William Lee, 1775)","Brighton Jubilee Library, East Sussex RO, West Sussex RO, BL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Sussex_1774a,
Sussex_1774a/2,P,"A poll taken by George Peckham, Esq... (Chichester: W. Andrews, 1774)",West Sussex RO,Green Notes,Sussex_1774a,
Sussex_1784a/1,P,,Worthing Library,Gibson and Rogers,Sussex_1784a,Doubtful.
Sussex_1807b/1,M,,GL,Gibson and Rogers,Sussex_1807b,Rape of Bamber only.
Sussex_1818a/1,M,,Petworth House,Green Notes,Sussex_1818a,
Sussex_1820a/1,P,"A poll taken at the city of Chichester, for the county of Sussex… (Chichester: W. Mason, [1820])","Var. Brighton Jubilee Library, Chichester Library, East Sussex RO, Worthing Library, West Sussex RO, Tunbridge Wells CL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Sussex_1820a,
Sussex_1820a/2,P,"Sussex election, 1820. The poll for knights… (Lewes: J. Baxter, [1820])","Var. Brighton Jubilee Library, Chichester Library, East Sussex RO, Worthing Library, West Sussex RO, Tunbridge Wells CL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Sussex_1820a,
Sussex_1826a/1,M,,Petworth House,Green Notes,Sussex_1826a,
Arundel_1727a/1,M,Arundel Borough/E1/2,West Sussex RO,Green Notes,Arundel_1727a,
Arundel_1741a/1,M,Arundel Borough/E1/3,West Sussex RO,Green Notes,Arundel_1741a,
Arundel_1741a/2,M,Add. MS 12935,West Sussex RO,Gibson and Rogers,Arundel_1741a,
Arundel_1747a/1,M,Arundel Borough/E1/4,West Sussex RO,Green Notes,Arundel_1747a,
Arundel_1754a/1,M,Arundel Borough/E1/5,West Sussex RO,Green Notes,Arundel_1754a,
Arundel_1780a/1,M,Arundel Borough/E1/6,West Sussex RO,Green Notes,Arundel_1780a,
Arundel_1781a/1,M,Arundel Borough/E1/7,West Sussex RO,Green Notes,Arundel_1781a,
Bramber_1722a/1,M,,West Sussex RO,Green Notes,Bramber_1722a,
Bramber_1768a/1,M,Add. MS 30092,West Sussex RO,Green Notes,Bramber_1768a,
Chichester_1701b/1,M,"Knight MSS, Box 29, Bundle K",Hampshire RO,HoP,Chichester_1701b,
Chichester_1734a/1,P,,BL,Gibson and Rogers,Chichester_1734a,
